,name,product_url,rating,review_count,price,product_type
41,"Camnex Car Backup Camera System 9"" Monitor Build-in DVR Recorder with Quad Split Screen Rear View Camera System Kit for Truck Van Caravan Trailers Camper Bus RV Harvester",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics-intl-ship_sr_pg4_1?ie=UTF8&adId=A01362603JXUOSMOQ1JD6&url=%2FCamnex-Monitor-Recorder-Trailers-Harvester%2Fdp%2FB073WVJ83P%2Fref%3Dsr_1_54_sspa%3Fdchild%3D1%26keywords%3Dmonitor%26qid%3D1594132600%26s%3Delectronics%26sr%3D1-54-spons%26psc%3D1&qualifier=1594160451&id=5540950569902835&widgetName=sp_btf,3.6 out of 5 stars,6,$386.66,Monitor
42,"Sceptre 30-Inch 21: 9 Curved Creative Monitor C305W-2560UN 2560x1080p Ultra Wide Ultra Slim HDMI DisplayPort Up to 85Hz Mprt 1ms FPS-RTS Build-in Speakers, Machine Black 2020",https://www.amazon.com/Sceptre-C305W-2560UN-30-inch-DisplayPort-Build/dp/B07XZNXWGS/ref=sr_1_51?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-51,4.4 out of 5 stars,550,$222.83,Monitor
43,"Samsung – T55 Series C32T550FDN 32"" 1000R Curved Monitor, Dark Blue Gray (LC32T550FDNXZA)",https://www.amazon.com/Samsung-C32T550FDN-Curved-Monitor-LC32T550FDNXZA/dp/B086VR4QR4/ref=sr_1_52?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-52,3.7 out of 5 stars,7,$279.99,Monitor
44,"ASUS ProArt Display PA278QV 27” WQHD (2560 x 1440) Monitor, 100% sRGB/Rec. 709 ΔE < 2, IPS, DisplayPort HDMI DVI-D Mini DP, Calman Verified, Eye Care, Anti-Glare, Tilt Pivot Swivel Height Adjustable",https://www.amazon.com/ASUS-PA278QV-DisplayPort-Anti-Glare-Adjustable/dp/B088BC5HMM/ref=sr_1_53?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-53,4.2 out of 5 stars,598,$295.97,Monitor
45,"Samsung 27-Inch CR50 Frameless Curved Gaming Monitor (LC27R500FHNXZA) – 60Hz Refresh, Computer Monitor, 1920 x 1080p Resolution, 4ms Response, FreeSync, HDMI,Black",https://www.amazon.com/Samsung-27-Inch-Frameless-Monitor-LC27R500FHNXZA/dp/B07RNMNWSY/ref=sr_1_54?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-54,4.6 out of 5 stars,99,$199.99,Monitor
46,"Asus VG245H 24 inchFull HD 1080p 1ms Dual HDMI Eye Care Console Gaming Monitor with FreeSync/Adaptive Sync, Black, 24-inch",https://www.amazon.com/VG245H-inchFull-Console-FreeSync-Adaptive/dp/B01JGYM5H6/ref=sr_1_55?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-55,4.6 out of 5 stars,"1,372",$169.99,Monitor
47,HP Pavilion 27xw 27-inch Full HD 1080p IPS LED Monitor with VGA and HDMI Ports (V0N26AA#ABA) - White & Silver,https://www.amazon.com/HP-Pavilion-27-inch-Backlight-27xw/dp/B0199W9UMS/ref=sr_1_56?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-56,4.5 out of 5 stars,777,,Monitor
48,"Samsung 32 inch CF391 Curved Monitor (LC32F391FWNXZA) - 1080p, Dual Monitor, Laptop Monitor, Monitor Stand/Riser/Mount Compliant, AMD Freesync, Gaming, HDMI, White",https://www.amazon.com/Samsung-CF391-Monitor-32-pulgadas-c32-F391/dp/B01D3BDXQA/ref=sr_1_59?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-59,4.3 out of 5 stars,"1,199",$348.90,Monitor
49,Samsung S22F350FH 21.5-Inch FHD Monitor,https://www.amazon.com/Samsung-S22F350FH-21-5-Inch-FHD-Monitor/dp/B01CX26WCW/ref=sr_1_60?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-60,4.1 out of 5 stars,577,$104.00,Monitor
50,"Alienware NEW AW2720HF 27 Inch FHD IPS LED Edgelight 2019 Monitor - Lunar Light (Full HD 1920 X 1080 240 Hz, AMD FreeSync)",https://www.amazon.com/Alienware-AW2720HF-Inch-Edgelight-Monitor/dp/B07YQHGC9L/ref=sr_1_61?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-61,4.5 out of 5 stars,130,,Monitor
51,"Sceptre C248B-144R 24-Inch Curved 144Hz Gaming Monitor AMD FreeSyncTM HDMI DisplayPort DVI, Metal Black 2018",https://www.amazon.com/Sceptre-C248B-144R-24-Inch-FreeSyncTM-DisplayPort/dp/B07GG8RVXP/ref=sr_1_62?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-62,4.3 out of 5 stars,594,,Monitor
52,"BenQ 24 Inch 1080P Monitor | 75 Hz for Gaming | Proprietary Eye-Care Tech |Adaptive Brightness for Image Quality | GL2480,Black",https://www.amazon.com/BenQ-GL2480/dp/B00IKDFL4O/ref=sr_1_63?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-63,4.5 out of 5 stars,"1,698",$110.81,Monitor
53,"AOC G2590PX 25"" Frameless Gaming Monitor, FHD, 1ms, 144Hz, NVIDIA G-SYNC Compatible, 96% sRGB, Low Input Lag, DP/HDMI/VGA, Height Adjust, VESA",https://www.amazon.com/AOC-G2590PX-Frameless-Monitor-Compatible/dp/B07R4XPVKG/ref=sr_1_64?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-64,4.2 out of 5 stars,"2,900",$229.28,Monitor
54,"Eyoyo 12"" Inch TFT LCD Monitor with AV HDMI BNC VGA Input 1366x768 Portable Mini HD Color Screen Display with Built-in Speaker",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_electronics-intl-ship_sr_pg5_1?ie=UTF8&adId=A0873280D0TG3M7L9EZ1&url=%2FEyoyo-Monitor-1366x768-Portable-Display%2Fdp%2FB01KJVERF8%2Fref%3Dsr_1_66_sspa%3Fdchild%3D1%26keywords%3Dmonitor%26qid%3D1594132600%26s%3Delectronics%26sr%3D1-66-spons%26psc%3D1&qualifier=1594160452&id=8851521737578527&widgetName=sp_btf,4.1 out of 5 stars,252,$99.98,Monitor
55,TechOrbits Monitor Mount - Computer Screen Stand - Single Monitor Vesa Mount - Gas Spring Clamp On Arm,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_electronics-intl-ship_sr_pg6_1?ie=UTF8&adId=A06696831OKE5YP1MXZOG&url=%2FTechOrbits-Monitor-Mount-Computer-Screen%2Fdp%2FB07RH8YPRL%2Fref%3Dsr_1_62_sspa%3Fdchild%3D1%26keywords%3Dmonitor%26qid%3D1594132600%26s%3Delectronics%26sr%3D1-62-spons%26psc%3D1&qualifier=1594160453&id=4411134594504611&widgetName=sp_atf_next,4.4 out of 5 stars,71,$39.95,Monitor
56,ViewSonic VX2476-SMHD 24 Inch 1080p Frameless Widescreen IPS Monitor with HDMI and DisplayPort,https://www.amazon.com/ViewSonic-VX2476-SMHD-Frameless-Widescreen-DisplayPort/dp/B01GV9H1RS/ref=sr_1_63?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-63,4.4 out of 5 stars,844,$139.99,Monitor
57,"Acer K202HQL bd 20” (19.5"" viewable) (1600 x 900) Monitor (DVI & VGA Ports)",https://www.amazon.com/Acer-K202HQL-viewable-Monitor-Ports/dp/B00KWCD8D2/ref=sr_1_64?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-64,4.2 out of 5 stars,478,$69.99,Monitor
58,"HP P Series P274 27"" Full HD 1920 x 1080 LED LCD Anti-glare Monitor, Black",https://www.amazon.com/HP-P274-Full-Anti-glare-Monitor/dp/B07VFC787T/ref=sr_1_65?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-65,4.3 out of 5 stars,63,$175.99,Monitor
59,"Acer KA220HQ bi 22"" (21.5” viewable) Full HD (1920 x 1080) TN Monitor (HDMI & VGA port),Black",https://www.amazon.com/Acer-KA220HQ-21-5-viewable-Monitor/dp/B078WPPX2Z/ref=sr_1_66?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-66,4.2 out of 5 stars,246,$88.80,Monitor
60,"Dell E1916HV VESA Mountable 19"" Screen LED-Lit Monitor,Black",https://www.amazon.com/Dell-E1916HV-Mountable-LED-Lit-Monitor/dp/B012AQINMI/ref=sr_1_67?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-67,4.2 out of 5 stars,"1,492",,Monitor
61,"Samsung CF390 Series 27 inch FHD 1920x1080 Curved Desktop Monitor for Business, HDMI, VGA, VESA mountable, 3-Year Warranty, TAA (C27F390FHN), Black",https://www.amazon.com/Samsung-27-inch-Business-C27F390FHN-LED-Lit/dp/B01IPHVFUI/ref=sr_1_68?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-68,4.5 out of 5 stars,205,$189.99,Monitor
62,LG 32MA68HY-P 32-Inch IPS Monitor with Display Port and HDMI Inputs,https://www.amazon.com/LG-32MA68HY-P-32-Inch-Monitor-Display/dp/B01IA9FXAO/ref=sr_1_71?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-71,4.4 out of 5 stars,"1,340",$266.99,Monitor
63,"HP Newest 27"" Widescreen IPS LED Full HD (1920x1080) Monitor, 5ms Response Time, 10,000,000:1 Contrast Ratio, FreeSync, 2X HDMI and 1x VGA Input, 178° View Angle, 75Hz Refresh Rate, Natural Silver",https://www.amazon.com/HP-Widescreen-1920x1080-Monitor-Response/dp/B07K4QDNVX/ref=sr_1_72?dchild=1&keywords=monitor&qid=1594132600&s=electronics&sr=1-72,4.3 out of 5 stars,92,$186.00,Monitor
